SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY
,318,060770053035002,+37.7441493,5002,0,06,5002,210701000903312,BK,+37.7441493,S,Block 5002,6968015,005303,-121.4278166,5,66484,111,-121.4278166,G5040,L,U,077
,67,060770042062014,+38.1323952,2014,0,06,2014,210701000899656,BK,+38.1323952,S,Block 2014,7307826,004206,-121.3040285,2,151405,45,-121.3040285,G5040,L,U,077
,57,060770050012003,+37.7424815,2003,0,06,2003,210701000893322,BK,+37.7424815,S,Block 2003,6965383,005001,-121.1335936,2,213240,20,-121.1335936,G5040,L,U,077
,535,060770034033003,+38.0301775,3003,0,06,3003,210701000902355,BK,+38.0301775,S,Block 3003,6967292,003403,-121.2979124,3,155600,106,-121.2979124,G5040,L,U,077
,27,060770044041044,+38.1179720,1044,0,06,1044,210701000899554,BK,+38.1179720,S,Block 1044,4152379,004404,-121.2627380,1,150500,10,-121.2627380,G5040,L,U,077
,27,060770044041044,+38.1179720,1044,0,06,1044,210701000899554,BK,+38.1179720,S,Block 1044,4152379,004404,-121.2627380,1,150500,10,-121.2627380,G5040,L,U,077
,25,060770053031007,+37.7511903,1007,0,06,1007,210701000895293,BK,+37.7511903,S,Block 1007,3493049,005303,-121.4268438,1,13800,4,-121.4268438,G5040,L,U,077
,0,060770004024007,+37.9654622,4007,0,06,4007,210701000903326,BK,+37.9654622,S,Block 4007,6968760,000402,-121.2966640,4,12915,0,-121.2966640,G5040,L,U,077
,132,060770053082001,+37.7472711,2001,0,06,2001,210701000900086,BK,+37.7472711,S,Block 2001,4439441,005308,-121.4415900,2,59998,40,-121.4415900,G5040,L,U,077
,67,060770042062014,+38.1323952,2014,0,06,2014,210701000899656,BK,+38.1323952,S,Block 2014,7307826,004206,-121.3040285,2,151405,45,-121.3040285,G5040,L,U,077
,0,060770041041042,+38.1246175,1042,0,06,1042,210701000893160,BK,+38.1246175,S,Block 1042,4668930,004104,-121.3082547,1,113262,0,-121.3082547,G5040,L,U,077
,441,060770052191000,+37.7059146,1000,0,06,1000,210701000893752,BK,+37.7059146,S,Block 1000,5092701,005219,-121.4296641,1,863810,131,-121.4296641,G5040,L,U,077
,6,060770004011019,+37.9628471,1019,0,06,1019,210701000894867,BK,+37.9628471,S,Block 1019,4485250,000401,-121.3000388,1,12962,0,-121.3000388,G5040,L,U,077
,250,060770051353003,+37.8586684,3003,0,06,3003,210701000898799,BK,+37.8586684,S,Block 3003,4490466,005135,-121.2469627,3,3623638,88,-121.2469627,G5040,L,R,077
,27,060770047044012,+38.0871778,4012,0,06,4012,210701000900271,BK,+38.0871778,S,Block 4012,6254581,004704,-121.1989068,4,2464588,17,-121.1989068,G5040,L,R,077
,196,060770014003004,+37.9853105,3004,0,06,3004,210701000903334,BK,+37.9853105,S,Block 3004,6969463,001400,-121.2990060,3,89031,68,-121.2990060,G5040,L,U,077
,29,060770048002017,+38.0198692,2017,0,06,2017,210701000897123,BK,+38.0198692,S,Block 2017,6252103,004800,-121.0919454,2,211702,7,-121.0919454,G5040,L,R,077
,55,060770043022012,+38.1254996,2012,0,06,2012,210701000899388,BK,+38.1254996,S,Block 2012,6419073,004302,-121.2870343,2,35377,28,-121.2870343,G5040,L,U,077
,72,060770050043001,+37.7378233,3001,0,06,3001,210701000903165,BK,+37.7378233,S,Block 3001,4446444,005004,-121.1433462,3,24273,25,-121.1433462,G5040,L,U,077
,253,060770024011014,+37.9311340,1014,0,06,1014,210701000899199,BK,+37.9311340,S,Block 1014,7391945,002401,-121.2885116,1,89047,74,-121.2885116,G5040,L,U,077
,68,060770025031003,+37.9250339,1003,0,06,1003,210701000898424,BK,+37.9250339,S,Block 1003,4139462,002503,-121.2963867,1,61398,19,-121.2963867,G5040,L,U,077
,25,060770035023000,+38.0187254,3000,0,06,3000,210701000893691,BK,+38.0187254,S,Block 3000,5016535,003502,-121.2504716,3,1502554,7,-121.2504716,G5040,L,R,077
,232,060770054033002,+37.7373798,3002,0,06,3002,210701000900636,BK,+37.7373798,S,Block 3002,7308411,005403,-121.4504165,3,188863,80,-121.4504165,G5040,L,U,077
,67,060790111012022,+35.2810209,2022,0,06,2022,210701000632611,BK,+35.2810209,S,Block 2022,7471094,011101,-120.6667422,2,38332,35,-120.6667422,G5040,L,U,079
,22,060790102053014,+35.6249858,3014,0,06,3014,210701000636256,BK,+35.6249858,S,Block 3014,4408487,010205,-120.6722076,3,33521,1,-120.6722076,G5040,L,U,079
,41,060790118003000,+35.1283527,3000,0,06,3000,210701000635783,BK,+35.1266753,S,Block 3000,6835175,011800,-120.5895264,3,215923,17,-120.5924698,G5040,L,U,079
,67,060790111012022,+35.2810209,2022,0,06,2022,210701000632611,BK,+35.2810209,S,Block 2022,7471094,011101,-120.6667422,2,38332,35,-120.6667422,G5040,L,U,079
,52,060790120011009,+35.1138500,1009,0,06,1009,210701000632255,BK,+35.1138500,S,Block 1009,5232663,012001,-120.6183140,1,22946,26,-120.6183140,G5040,L,U,079
,0,060790127072036,+35.5514342,2036,0,06,2036,210701000636522,BK,+35.5514342,S,Block 2036,7913132,012707,-120.7170738,2,44774,0,-120.7170738,G5040,L,U,079
,0,060790107073000,+35.3102213,3000,0,06,3000,210701000630810,BK,+35.3102213,S,Block 3000,7403898,010707,-120.8347985,3,68277,0,-120.8347985,G5040,L,U,079
,0,060790109033013,+35.2970412,3013,0,06,3013,210701000633522,BK,+35.2970412,S,Block 3013,7973541,010903,-120.6633463,3,12061,0,-120.6633463,G5040,L,U,079
,46,060790113002001,+35.2892375,2001,0,06,2001,210701000635787,BK,+35.2892375,S,Block 2001,6835793,011300,-120.7108714,2,497845,16,-120.7108714,G5040,L,R,079
,75,060790127062010,+35.5052483,2010,0,06,2010,210701000633286,BK,+35.5052483,S,Block 2010,5231450,012706,-120.6973787,2,269369,27,-120.6973787,G5040,L,U,079
,19,060790127061007,+35.5362716,1007,0,06,1007,210701000637096,BK,+35.5362716,S,Block 1007,5091488,012706,-120.7239021,1,87436,5,-120.7239021,G5040,L,R,079
,25,060790115011008,+35.2409570,1008,0,06,1008,210701000637496,BK,+35.2414135,S,Block 1008,7907595,011501,-120.6784296,1,33563,16,-120.6778148,G5040,L,U,079
,12,060790119012003,+35.1216739,2003,0,06,2003,210701000634592,BK,+35.1216739,S,Block 2003,7972376,011901,-120.5873801,2,9910,1,-120.5873801,G5040,L,U,079
,153,060790118001014,+35.1258159,1014,0,06,1014,210701000635781,BK,+35.1258159,S,Block 1014,6835173,011800,-120.5822898,1,389212,81,-120.5822898,G5040,L,U,079
,55,060790126012001,+35.4858706,2001,0,06,2001,210701000633614,BK,+35.4858706,S,Block 2001,7910756,012601,-120.6682543,2,82739,33,-120.6682543,G5040,L,U,079
,5,060790117061002,+35.1493982,1002,0,06,1002,210701000634674,BK,+35.1493982,S,Block 1002,7342784,011706,-120.6184340,1,4055114,2,-120.6184340,G5040,L,R,079
,1110,060816030001001,+37.6353680,1001,0,06,1001,210701000923089,BK,+37.6353680,S,Block 1001,4229162,603000,-122.4838446,1,1601495,422,-122.4838446,G5040,L,U,081
,177,060816132002009,+37.3768503,2009,0,06,2009,210701000918653,BK,+37.3768503,S,Block 2009,3912179,613200,-122.2097612,2,504330,68,-122.2097612,G5040,L,U,081
,31,060816100001022,+37.4810895,1022,0,06,1022,210701000925618,BK,+37.4810895,S,Block 1022,7184018,610000,-122.2385524,1,15198,1,-122.2385524,G5040,L,U,081
,227,060816094002017,+37.4954625,2017,0,06,2017,210701000918429,BK,+37.4954625,S,Block 2017,5118805,609400,-122.2667954,2,108135,73,-122.2667954,G5040,L,U,081
,13,060816074003013,+37.5403979,3013,0,06,3013,210701000925735,BK,+37.5403979,S,Block 3013,4257683,607400,-122.3075048,3,16151,1,-122.3075048,G5040,L,U,081
,102,060816061001014,+37.5745818,1014,0,06,1014,210701000923564,BK,+37.5745818,S,Block 1014,3816721,606100,-122.3113950,1,34688,32,-122.3113950,G5040,L,U,081
,53,060816074001005,+37.5450323,1005,0,06,1005,210701000922516,BK,+37.5450323,S,Block 1005,3389962,607400,-122.3176717,1,79127,12,-122.3176717,G5040,L,U,081
,11,060816022021011,+37.6567779,1011,0,06,1011,210701000921952,BK,+37.6567779,S,Block 1011,6181033,602202,-122.4150090,1,17501,1,-122.4150090,G5040,L,U,081
,195,060816024004010,+37.6468709,4010,0,06,4010,210701000918214,BK,+37.6468709,S,Block 4010,4189159,602400,-122.4295826,4,65162,118,-122.4295826,G5040,L,U,081
,244,060816045001006,+37.6065041,1006,0,06,1006,210701000924809,BK,+37.6065041,S,Block 1006,4175493,604500,-122.3996548,1,43045,222,-122.3996548,G5040,L,U,081
,83,060816127002001,+37.4472926,2001,0,06,2001,210701000922558,BK,+37.4472926,S,Block 2001,3815425,612700,-122.1913512,2,118457,23,-122.1913512,G5040,L,U,081
,19,060816125001000,+37.4593753,1000,0,06,1000,210701000922748,BK,+37.4593753,S,Block 1000,4258798,612500,-122.1815182,1,79061,2,-122.1815182,G5040,L,U,081
,46,060816007011017,+37.7048589,1017,0,06,1017,210701000925645,BK,+37.7048589,S,Block 1017,5906248,600701,-122.4611994,1,24017,6,-122.4611994,G5040,L,U,081
,171,060816013021011,+37.6870133,1011,0,06,1011,210701000924364,BK,+37.6870133,S,Block 1011,4220986,601302,-122.4673551,1,44524,90,-122.4673551,G5040,L,U,081
,29,060816055022005,+37.5762537,2005,0,06,2005,210701000919966,BK,+37.5762537,S,Block 2005,3667417,605502,-122.3454671,2,21817,22,-122.3454671,G5040,L,U,081
,28,060816052002002,+37.5849705,2002,0,06,2002,210701000920771,BK,+37.5849705,S,Block 2002,4735805,605200,-122.3722063,2,25422,8,-122.3722063,G5040,L,U,081
,60,060816050003004,+37.5830345,3004,0,06,3004,210701000924710,BK,+37.5830345,S,Block 3004,6524744,605000,-122.3835208,3,159564,2,-122.3835208,G5040,L,U,081
,534,060816087004001,+37.5185666,4001,0,06,4001,210701000925213,BK,+37.5204325,S,Block 4001,4241642,608700,-122.2845868,4,408604,175,-122.2866423,G5040,L,U,081
,156,060816089002000,+37.5111695,2000,0,06,2000,210701000925595,BK,+37.5111695,S,Block 2000,7182690,608900,-122.2956178,2,23104,65,-122.2956178,G5040,L,U,081
,110,060816039004004,+37.6161932,4004,0,06,4004,210701000924046,BK,+37.6161932,S,Block 4004,6179911,603900,-122.4176963,4,112408,39,-122.4176963,G5040,L,U,081
,505,060816110004005,+37.4629747,4005,0,06,4005,210701000924542,BK,+37.4620715,S,Block 4005,3820177,611000,-122.2274005,4,92487,192,-122.2264605,G5040,L,U,081
,106,060816114001011,+37.4494219,1011,0,06,1011,210701000925855,BK,+37.4494219,S,Block 1011,4188400,611400,-122.1959498,1,263295,5,-122.1959498,G5040,L,U,081
,650,060816130002008,+37.4233846,2008,3133,06,2008,210701000925921,BK,+37.4221460,S,Block 2008,5959442,613000,-122.2178906,2,850296,338,-122.2159023,G5040,B,U,081
,582,060816114001005,+37.4549456,1005,0,06,1005,210701000923495,BK,+37.4549456,S,Block 1005,6522800,611400,-122.1923995,1,177113,3,-122.1923995,G5040,L,U,081
,0,060816063003006,+37.5653392,3006,0,06,3006,210701000919510,BK,+37.5653392,S,Block 3006,4907200,606300,-122.3267970,3,30357,0,-122.3267970,G5040,L,U,081
,18,060816100001025,+37.4793925,1025,0,06,1025,210701000924789,BK,+37.4793925,S,Block 1025,4266141,610000,-122.2379858,1,17730,5,-122.2379858,G5040,L,U,081
,12,060816139004010,+37.4664869,4010,0,06,4010,210701000925033,BK,+37.4664869,S,Block 4010,4171072,613900,-122.1666542,4,43619,6,-122.1666542,G5040,L,U,081
,370,060816140001005,+37.6206347,1005,0,06,1005,210701000923457,BK,+37.6193455,S,Block 1005,6522173,614000,-122.4498898,1,182296,112,-122.4520425,G5040,L,U,081
,312,060816033003009,+37.5847499,3009,0,06,3009,210701000923084,BK,+37.5829933,S,Block 3009,4229157,603300,-122.4897234,3,201878,122,-122.4865420,G5040,L,U,081
,547,060816090002000,+37.5135418,2000,0,06,2000,210701000923030,BK,+37.5135418,S,Block 2000,6177429,609000,-122.2807864,2,379966,170,-122.2807864,G5040,L,U,081
,110,060816130001000,+37.4279578,1000,0,06,1000,210701000922550,BK,+37.4279578,S,Block 1000,3815418,613000,-122.2026736,1,138346,43,-122.2026736,G5040,L,U,081
,1,060816118001003,+37.4779861,1003,0,06,1003,210701000920409,BK,+37.4779861,S,Block 1003,3394708,611800,-122.1465468,1,451936,0,-122.1465468,G5040,L,U,081
,30,060816033003004,+37.5825777,3004,0,06,3004,210701000923763,BK,+37.5825777,S,Block 3004,4260507,603300,-122.4961110,3,4065,1,-122.4961110,G5040,L,U,081
,230,060816132001011,+37.4026542,1011,0,06,1011,210701000923120,BK,+37.4033235,S,Block 1011,4596730,613200,-122.1995994,1,242950,81,-122.1979756,G5040,L,U,081
,155,060816088003006,+37.5153403,3006,0,06,3006,210701000924264,BK,+37.5153403,S,Block 3006,5183901,608800,-122.3054730,3,86628,57,-122.3054730,G5040,L,U,081
,179,060816106013003,+37.4739502,3003,0,06,3003,210701000924038,BK,+37.4739502,S,Block 3003,6179308,610601,-122.2144700,3,13757,54,-122.2144700,G5040,L,U,081
,63,060816057003012,+37.5420062,3012,0,06,3012,210701000919809,BK,+37.5420062,S,Block 3012,4123542,605700,-122.3574824,3,103024,29,-122.3574824,G5040,L,U,081
,53,060816074001005,+37.5450323,1005,0,06,1005,210701000922516,BK,+37.5450323,S,Block 1005,3389962,607400,-122.3176717,1,79127,12,-122.3176717,G5040,L,U,081
,0,060816092013019,+37.4977003,3019,0,06,3019,210701000923027,BK,+37.4977003,S,Block 3019,6176794,609201,-122.2592204,3,27937,0,-122.2592204,G5040,L,U,081
,1858,060816020013000,+37.6640903,3000,0,06,3000,210701000923083,BK,+37.6640903,S,Block 3000,4228554,602001,-122.4202703,3,880874,707,-122.4202703,G5040,L,U,081
,43,060816102031002,+37.4821057,1002,0,06,1002,210701000924761,BK,+37.4821057,S,Block 1002,4264868,610203,-122.2247845,1,11848,9,-122.2247845,G5040,L,U,081
,34,060816066001012,+37.5575020,1012,0,06,1012,210701000919299,BK,+37.5575020,S,Block 1012,4233236,606600,-122.3185196,1,16710,18,-122.3185196,G5040,L,U,081
,2,060816051002008,+37.5973795,2008,0,06,2008,210701000924714,BK,+37.5973795,S,Block 2008,4261681,605100,-122.3682086,2,61838,1,-122.3682086,G5040,L,U,081
,0,060816102011012,+37.4844184,1012,0,06,1012,210701000923036,BK,+37.4844184,S,Block 1012,6178067,610201,-122.2040775,1,139738,0,-122.2040775,G5040,L,U,081
,0,060816101001025,+37.4901124,1025,0,06,1025,210701000921068,BK,+37.4901124,S,Block 1025,3673103,610100,-122.2341953,1,9908,0,-122.2341953,G5040,L,U,081
,838,060816045001001,+37.6042761,1001,0,06,1001,210701000923188,BK,+37.6042761,S,Block 1001,5091435,604500,-122.4110927,1,855734,309,-122.4110927,G5040,L,U,081
,615,060816074001007,+37.5466107,1007,0,06,1007,210701000922923,BK,+37.5466107,S,Block 1007,4116952,607400,-122.3115054,1,135076,291,-122.3115054,G5040,L,U,081
,1106,060816020022002,+37.6702431,2002,0,06,2002,210701000922464,BK,+37.6702431,S,Block 2002,3387376,602002,-122.4173814,2,465821,390,-122.4173814,G5040,L,U,081
,63,060816080251006,+37.5578336,1006,0,06,1006,210701000921421,BK,+37.5578336,S,Block 1006,3396034,608025,-122.2663430,1,70584,30,-122.2663430,G5040,L,U,081
,480,060816005021000,+37.6979791,1000,0,06,1000,210701000922868,BK,+37.6979791,S,Block 1000,4731386,600502,-122.4543260,1,326435,172,-122.4543260,G5040,L,U,081
,15,060816075001011,+37.5463155,1011,0,06,1011,210701000923613,BK,+37.5463155,S,Block 1011,3818741,607500,-122.3007853,1,282627,1,-122.3007853,G5040,L,U,081
,17,060816126003004,+37.4527337,3004,0,06,3004,210701000923109,BK,+37.4527337,S,Block 3004,4597912,612600,-122.1846341,3,27354,1,-122.1846341,G5040,L,U,081
,242,060816137024001,+37.4684965,4001,0,06,4001,210701000922841,BK,+37.4684965,S,Block 4001,6351792,613702,-122.4245857,4,257770,132,-122.4245857,G5040,L,U,081
,1,060816118001003,+37.4779861,1003,0,06,1003,210701000920409,BK,+37.4779861,S,Block 1003,3394708,611800,-122.1465468,1,451936,0,-122.1465468,G5040,L,U,081
,312,060816033003009,+37.5847499,3009,0,06,3009,210701000923084,BK,+37.5829933,S,Block 3009,4229157,603300,-122.4897234,3,201878,122,-122.4865420,G5040,L,U,081
,53,060816020011016,+37.6579086,1016,0,06,1016,210701000924051,BK,+37.6579086,S,Block 1016,6179916,602001,-122.4165179,1,9811,22,-122.4165179,G5040,L,U,081
,21,060816075002024,+37.5477166,2024,0,06,2024,210701000918854,BK,+37.5477166,S,Block 2024,3820156,607500,-122.3064694,2,57236,4,-122.3064694,G5040,L,U,081
,120,060816119013000,+37.4620497,3000,0,06,3000,210701000921765,BK,+37.4620497,S,Block 3000,6351246,611901,-122.1324024,3,113722,27,-122.1324024,G5040,L,U,081
,615,060816074001007,+37.5466107,1007,0,06,1007,210701000922923,BK,+37.5466107,S,Block 1007,4116952,607400,-122.3115054,1,135076,291,-122.3115054,G5040,L,U,081
,392,060816038021000,+37.6249796,1000,0,06,1000,210701000923386,BK,+37.6249796,S,Block 1000,4227252,603802,-122.4364107,1,738592,148,-122.4364107,G5040,L,U,081
,62,060816098004012,+37.4664270,4012,0,06,4012,210701000920442,BK,+37.4664270,S,Block 4012,3815412,609800,-122.2496741,4,28584,22,-122.2496741,G5040,L,U,081
,68,060816111002011,+37.4640538,2011,0,06,2011,210701000920302,BK,+37.4640538,S,Block 2011,3396766,611100,-122.2422056,2,37785,32,-122.2422056,G5040,L,U,081
,223,060816117002001,+37.4785415,2001,0,06,2001,210701000923038,BK,+37.4785415,S,Block 2001,6178069,611700,-122.1669298,2,140146,56,-122.1669298,G5040,L,U,081
,167,060816089003010,+37.5103533,3010,0,06,3010,210701000923960,BK,+37.5103533,S,Block 3010,5957182,608900,-122.2989418,3,21845,92,-122.2989418,G5040,L,U,081
,236,060816056004007,+37.5671517,4007,0,06,4007,210701000922994,BK,+37.5671517,S,Block 4007,6174900,605600,-122.3676968,4,955431,82,-122.3676968,G5040,L,U,081
,100,060816060001009,+37.5755424,1009,0,06,1009,210701000924232,BK,+37.5755424,S,Block 1009,4241613,606000,-122.3301658,1,13717,44,-122.3301658,G5040,L,U,081
,110,060816106023022,+37.4733780,3022,0,06,3022,210701000923927,BK,+37.4733780,S,Block 3022,4182306,610602,-122.2034432,3,11835,24,-122.2034432,G5040,L,U,081
,534,060816087004001,+37.5185666,4001,0,06,4001,210701000925213,BK,+37.5204325,S,Block 4001,4241642,608700,-122.2845868,4,408604,175,-122.2866423,G5040,L,U,081
,312,060816060001001,+37.5783605,1001,0,06,1001,210701000920126,BK,+37.5775598,S,Block 1001,4910169,606000,-122.3353203,1,42930,110,-122.3345663,G5040,L,U,081
,279,060816135023000,+37.5073802,3000,0,06,3000,210701000922287,BK,+37.5073802,S,Block 3000,3693907,613502,-122.4570649,3,2442618,129,-122.4570649,G5040,L,R,081
,181,060816119012006,+37.4642220,2006,0,06,2006,210701000923136,BK,+37.4642220,S,Block 2006,4597336,611901,-122.1324544,2,80598,41,-122.1324544,G5040,L,U,081
,142,060816068001001,+37.5353147,1001,0,06,1001,210701000925408,BK,+37.5353147,S,Block 1001,4551818,606800,-122.3476021,1,372436,57,-122.3476021,G5040,L,U,081
,481,060816137023000,+37.4583183,3000,0,06,3000,210701000925269,BK,+37.4583183,S,Block 3000,5189647,613702,-122.4278049,3,139073,322,-122.4278049,G5040,L,U,081
,28,060816052002002,+37.5849705,2002,0,06,2002,210701000920771,BK,+37.5849705,S,Block 2002,4735805,605200,-122.3722063,2,25422,8,-122.3722063,G5040,L,U,081
,877,060816014004001,+37.6793000,4001,0,06,4001,210701000920618,BK,+37.6793000,S,Block 4001,7244043,601400,-122.4749865,4,272458,347,-122.4749865,G5040,L,U,081
,136,060816067002004,+37.5401972,2004,0,06,2004,210701000922910,BK,+37.5380445,S,Block 2004,4124698,606700,-122.3258052,2,317844,55,-122.3285028,G5040,L,U,081
,29,060816079002000,+37.5571304,2000,0,06,2000,210701000923218,BK,+37.5571304,S,Block 2000,4247791,607900,-122.2811728,2,113080,11,-122.2811728,G5040,L,U,081
,56,060816092011001,+37.4980364,1001,0,06,1001,210701000922273,BK,+37.4980364,S,Block 1001,3690216,609201,-122.2525064,1,8365,18,-122.2525064,G5040,L,U,081
,4,060816065004000,+37.5543511,4000,0,06,4000,210701000924083,BK,+37.5543511,S,Block 4000,4583090,606500,-122.3362706,4,27278,1,-122.3362706,G5040,L,U,081
,18,060816082002000,+37.5695925,2000,0,06,2000,210701000925924,BK,+37.5713188,S,Block 2000,5959445,608200,-122.2614408,2,212005,1,-122.2643790,G5040,L,U,081
,86,060816112001011,+37.4507349,1011,0,06,1011,210701000920035,BK,+37.4507349,S,Block 1011,5092061,611200,-122.2328107,1,39727,29,-122.2328107,G5040,L,U,081
,37,060830020053019,+34.8639504,3019,0,06,3019,210701000379627,BK,+34.8639504,S,Block 3019,7971228,002005,-120.4165220,3,87576,9,-120.4165220,G5040,L,U,083
,36,060830005011026,+34.4421670,1026,0,06,1026,210701000380711,BK,+34.4421670,S,Block 1026,4217056,000501,-119.7088972,1,116698,14,-119.7088972,G5040,L,U,083
,114,060830001024006,+34.4451805,4006,0,06,4006,210701000379778,BK,+34.4451805,S,Block 4006,7318097,000102,-119.7564986,4,50034,34,-119.7564986,G5040,L,U,083
,953,060830020081002,+34.8850996,1002,0,06,1002,210701000383123,BK,+34.8873285,S,Block 1002,4064676,002008,-120.4165905,1,494016,444,-120.4159910,G5040,L,U,083
,16,060830009002011,+34.4271613,2011,0,06,2011,210701000384340,BK,+34.4271613,S,Block 2011,6366591,000900,-119.7083524,2,24993,3,-119.7083524,G5040,L,U,083
,27,060830027071021,+34.6349202,1021,0,06,1021,210701000384314,BK,+34.6349202,S,Block 1021,5857809,002707,-120.4598972,1,20621,6,-120.4598972,G5040,L,U,083
,94,060830017061017,+34.4034362,1017,0,06,1017,210701000340550,BK,+34.4034362,S,Block 1017,4777379,001706,-119.4731621,1,695360,41,-119.4731621,G5040,L,R,083
,41,060830029062008,+34.4473264,2008,0,06,2008,210701000383345,BK,+34.4473264,S,Block 2008,4777043,002906,-119.8322490,2,94546,29,-119.8322490,G5040,L,U,083
,47,060830019051008,+34.7172000,1008,1806,06,1008,210701000383001,BK,+34.7248434,S,Block 1008,4495957,001905,-120.0439236,1,30544013,26,-120.0579053,G5040,B,R,083
