SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY
,49,060730093074015,+32.7660183,4015,0,06,4015,210701000811129,BK,+32.7660183,S,Block 4015,2020279,009307,-117.1471310,4,243161,2,-117.1471310,G5040,L,U,073
,24,060730171061009,+33.0179028,1009,0,06,1009,210701000802915,BK,+33.0179028,S,Block 1009,1189583,017106,-117.2491894,1,808145,9,-117.2491894,G5040,L,U,073
,17,060730178132023,+33.1136585,2023,0,06,2023,210701000818473,BK,+33.1136585,S,Block 2023,2411345,017813,-117.3187079,2,574214,2,-117.3187079,G5040,L,U,073
,60,060730151003003,+32.7867186,3003,0,06,3003,210701000820563,BK,+32.7867186,S,Block 3003,240571,015100,-116.9980447,3,37067,20,-116.9980447,G5040,L,U,073
,167,060730200294031,+33.1298756,4031,0,06,4031,210701000805233,BK,+33.1298756,S,Block 4031,1524427,020029,-117.1940503,4,180813,112,-117.1940503,G5040,L,U,073
,18,060730194032008,+33.2105968,2008,0,06,2008,210701000802802,BK,+33.2142634,S,Block 2008,2970528,019403,-117.2758982,2,220902,3,-117.2704211,G5040,L,U,073
,4,060730214013000,+32.7418099,3000,0,06,3000,210701000817093,BK,+32.7418099,S,Block 3000,912532,021401,-117.2129713,3,130784,0,-117.2129713,G5040,L,U,073
,48,060730185152009,+33.1812772,2009,0,06,2009,210701000792780,BK,+33.1812772,S,Block 2009,1020853,018515,-117.3131685,2,6564,23,-117.3131685,G5040,L,U,073
,58,060730036011011,+32.6934247,1011,0,06,1011,210701000808372,BK,+32.6934247,S,Block 1011,2920467,003601,-117.1135060,1,23377,14,-117.1135060,G5040,L,U,073
,17,060730082012012,+32.8462947,2012,0,06,2012,210701000798816,BK,+32.8462947,S,Block 2012,826206,008201,-117.2724059,2,20867,10,-117.2724059,G5040,L,U,073
,690,060730174062002,+33.0245092,2002,0,06,2002,210701000800460,BK,+33.0245092,S,Block 2002,1568232,017406,-117.2590641,2,648643,320,-117.2590641,G5040,L,U,073
,605,060730092011002,+32.8073755,1002,0,06,1002,210701000819583,BK,+32.8073755,S,Block 1002,31723,009201,-117.1476046,1,305501,281,-117.1476046,G5040,L,U,073
,159,060730066001005,+32.7435748,1005,0,06,1005,210701000809854,BK,+32.7435748,S,Block 1005,1917261,006600,-117.2089748,1,46949,54,-117.2089748,G5040,L,U,073
,242,060730100134003,+32.5539308,4003,0,06,4003,210701000819226,BK,+32.5539308,S,Block 4003,2056897,010013,-117.0497483,4,109118,100,-117.0497483,G5040,L,U,073
,0,060730171112022,+33.0372699,2022,0,06,2022,210701000792282,BK,+33.0372699,S,Block 2022,2746134,017111,-117.2374720,2,49189,0,-117.2374720,G5040,L,U,073
,309,060730051022001,+32.7109807,2001,0,06,2001,210701000811765,BK,+32.7109807,S,Block 2001,984363,005102,-117.1551090,2,10215,233,-117.1551090,G5040,L,U,073
,49,060730093074015,+32.7660183,4015,0,06,4015,210701000811129,BK,+32.7660183,S,Block 4015,2020279,009307,-117.1471310,4,243161,2,-117.1471310,G5040,L,U,073
,574,060730083451000,+32.8509727,1000,0,06,1000,210701000818567,BK,+32.8509727,S,Block 1000,787717,008345,-117.1853514,1,766067,298,-117.1853514,G5040,L,U,073
,242,060730100134003,+32.5539308,4003,0,06,4003,210701000819226,BK,+32.5539308,S,Block 4003,2056897,010013,-117.0497483,4,109118,100,-117.0497483,G5040,L,U,073
,1014,060730133232000,+32.6360017,2000,0,06,2000,210701000806697,BK,+32.6360017,S,Block 2000,2053959,013323,-116.9856798,2,396437,304,-116.9856798,G5040,L,U,073
,434,060730085131000,+32.8105070,1000,0,06,1000,210701000816903,BK,+32.8105070,S,Block 1000,1959647,008513,-117.1796333,1,339336,175,-117.1796333,G5040,L,U,073
,539,060730083102000,+32.8264557,2000,0,06,2000,210701000800113,BK,+32.8264557,S,Block 2000,2325396,008310,-117.2452805,2,651868,292,-117.2452805,G5040,L,U,073
,479,060730138011018,+32.7494545,1018,0,06,1018,210701000795678,BK,+32.7494545,S,Block 1018,914605,013801,-117.0049385,1,251110,180,-117.0049385,G5040,L,U,073
,144,060730033052003,+32.6986044,2003,0,06,2003,210701000816765,BK,+32.6986044,S,Block 2003,2272095,003305,-117.0942335,2,38208,37,-117.0942335,G5040,L,U,073
,1020,060730208063000,+33.0354925,3000,0,06,3000,210701000804158,BK,+33.0354925,S,Block 3000,802820,020806,-116.8748264,3,201252,416,-116.8748264,G5040,L,U,073
,0,060730170225003,+32.9009793,5003,0,06,5003,210701000795219,BK,+32.9009793,S,Block 5003,1915622,017022,-117.1140053,5,227183,0,-117.1140053,G5040,L,U,073
,233,060730172012024,+32.9505384,2024,0,06,2024,210701000814180,BK,+32.9505384,S,Block 2024,2276177,017201,-117.2627620,2,94403,184,-117.2627620,G5040,L,U,073
,105,060730170661004,+33.0322944,1004,0,06,1004,210701000801501,BK,+33.0322944,S,Block 1004,2132556,017066,-117.1434551,1,959802,42,-117.1434551,G5040,L,R,073
,38,060730085091001,+32.8199520,1001,0,06,1001,210701000808713,BK,+32.8199520,S,Block 1001,3115666,008509,-117.1631655,1,103656,2,-117.1631655,G5040,L,U,073
,157,060730200372008,+33.1469273,2008,0,06,2008,210701000800726,BK,+33.1469273,S,Block 2008,1271472,020037,-117.2076094,2,155729,38,-117.2076094,G5040,L,U,073
,485,060730134093003,+32.6283261,3003,0,06,3003,210701000807485,BK,+32.6271350,S,Block 3003,2920461,013409,-117.0283336,3,330133,155,-117.0313628,G5040,L,U,073
,30,060730148053015,+32.7735006,3015,0,06,3015,210701000815313,BK,+32.7735006,S,Block 3015,784695,014805,-117.0421799,3,20517,13,-117.0421799,G5040,L,U,073
,104,060730138011021,+32.7490213,1021,0,06,1021,210701000792181,BK,+32.7490213,S,Block 1021,1758246,013801,-117.0078771,1,64781,35,-117.0078771,G5040,L,U,073
,1075,060730134201000,+32.6415634,1000,0,06,1000,210701000816330,BK,+32.6415634,S,Block 1000,1633436,013420,-117.0094452,1,191089,363,-117.0094452,G5040,L,U,073
,33,060730170612011,+32.9956655,2011,0,06,2011,210701000800743,BK,+32.9956655,S,Block 2011,2694307,017061,-117.1986427,2,432531,7,-117.1986427,G5040,L,U,073
,511,060730195011000,+33.2098667,1000,0,06,1000,210701000820326,BK,+33.2098667,S,Block 1000,770816,019501,-117.2466180,1,159161,102,-117.2466180,G5040,L,U,073
,106,060730185043008,+33.1892068,3008,0,06,3008,210701000797083,BK,+33.1892068,S,Block 3008,1594162,018504,-117.3473406,3,81049,37,-117.3473406,G5040,L,U,073
,415,060730202061006,+33.1425835,1006,0,06,1006,210701000805363,BK,+33.1425835,S,Block 1006,583083,020206,-117.0632459,1,129392,95,-117.0632459,G5040,L,U,073
,319,060730175021000,+33.0446796,1000,0,06,1000,210701000796320,BK,+33.0446796,S,Block 1000,1760578,017502,-117.2737574,1,516362,103,-117.2737574,G5040,L,U,073
,307,060730189054000,+33.3729503,4000,0,06,4000,210701000802531,BK,+33.3729503,S,Block 4000,1912726,018905,-117.2299425,4,332024,86,-117.2299425,G5040,L,U,073
,172,060730178091009,+33.1582888,1009,0,06,1009,210701000796747,BK,+33.1582888,S,Block 1009,1272511,017809,-117.3263720,1,122882,61,-117.3263720,G5040,L,U,073
,17,060730170672001,+32.9497353,2001,0,06,2001,210701000801834,BK,+32.9497353,S,Block 2001,1914314,017067,-117.0657583,2,66071,2,-117.0657583,G5040,L,U,073
,526,060730124012000,+32.6489340,2000,0,06,2000,210701000806027,BK,+32.6489340,S,Block 2000,944051,012401,-117.0854925,2,120611,172,-117.0854925,G5040,L,U,073
,70,060730170492026,+32.9310752,2026,0,06,2026,210701000803411,BK,+32.9310752,S,Block 2026,1915305,017049,-117.0569199,2,92656,21,-117.0569199,G5040,L,U,073
,65,060730170502001,+32.9564111,2001,0,06,2001,210701000792464,BK,+32.9564111,S,Block 2001,3780165,017050,-117.0634142,2,20070,18,-117.0634142,G5040,L,U,073
,1103,060730083742001,+32.9337518,2001,0,06,2001,210701000818539,BK,+32.9337518,S,Block 2001,787197,008374,-117.2101625,2,1308049,363,-117.2101625,G5040,L,U,073
,50,060730029023002,+32.7583912,3002,0,06,3002,210701000817041,BK,+32.7583912,S,Block 3002,783615,002902,-117.0649474,3,25548,29,-117.0649474,G5040,L,U,073
,615,060730087011001,+32.7996473,1001,0,06,1001,210701000808815,BK,+32.7996473,S,Block 1001,1914688,008701,-117.1670594,1,740999,250,-117.1670594,G5040,L,U,073
,357,060730083032000,+32.8473836,2000,0,06,2000,210701000799965,BK,+32.8473836,S,Block 2000,992593,008303,-117.2491870,2,355360,153,-117.2491870,G5040,L,U,073
,227,060730096044001,+32.7863294,4001,0,06,4001,210701000800087,BK,+32.7863294,S,Block 4001,2326490,009604,-117.0953484,4,79382,89,-117.0953484,G5040,L,U,073
,399,060730164042000,+32.8070561,2000,0,06,2000,210701000803381,BK,+32.8070561,S,Block 2000,2133770,016404,-116.9291154,2,59734,122,-116.9291154,G5040,L,U,073
,522,060730185044000,+33.1915006,4000,0,06,4000,210701000799367,BK,+33.1915006,S,Block 4000,1446656,018504,-117.3305322,4,111254,293,-117.3305322,G5040,L,U,073
,1009,060730170412004,+32.9593864,2004,0,06,2004,210701000814483,BK,+32.9593864,S,Block 2004,784006,017041,-117.0427689,2,281070,379,-117.0427689,G5040,L,U,073
,991,060730154071012,+32.7820683,1012,0,06,1012,210701000807077,BK,+32.7820683,S,Block 1012,350152,015407,-116.9496134,1,95266,293,-116.9496134,G5040,L,U,073
,138,060730135051006,+32.7434384,1006,0,06,1006,210701000806122,BK,+32.7434384,S,Block 1006,1543957,013505,-116.9699170,1,77777,41,-116.9699170,G5040,L,U,073
,1396,060730168063001,+32.8224237,3001,0,06,3001,210701000794422,BK,+32.8224237,S,Block 3001,1913022,016806,-116.9298255,3,263687,424,-116.9298255,G5040,L,U,073
,611,060730134122002,+32.6490049,2002,0,06,2002,210701000806878,BK,+32.6490049,S,Block 2002,2859534,013412,-117.0477002,2,719684,239,-117.0477002,G5040,L,U,073
,181,060730103004007,+32.5783749,4007,0,06,4007,210701000819939,BK,+32.5783749,S,Block 4007,2972749,010300,-117.1154156,4,84535,132,-117.1154156,G5040,L,U,073
,27,060730179021004,+33.1560198,1004,0,06,1004,210701000796893,BK,+33.1560198,S,Block 1004,1536755,017902,-117.3423852,1,8513,10,-117.3423852,G5040,L,U,073
,252,060730200354006,+33.0763813,4006,0,06,4006,210701000799858,BK,+33.0763813,S,Block 4006,771672,020035,-117.2553391,4,218155,81,-117.2553391,G5040,L,U,073
,197,060730148062010,+32.7709629,2010,0,06,2010,210701000793244,BK,+32.7709629,S,Block 2010,3780803,014806,-117.0279963,2,121099,122,-117.0279963,G5040,L,U,073
,180,060750117001003,+37.7909320,1003,0,06,1003,210701000432979,BK,+37.7909320,S,Block 1003,2221891,011700,-122.4064460,1,14890,161,-122.4064460,G5040,L,U,075
,0,060750260042006,+37.7156123,2006,0,06,2006,210701000434884,BK,+37.7156123,S,Block 2006,2321611,026004,-122.4346314,2,8284,0,-122.4346314,G5040,L,U,075
,85,060750351021003,+37.7579320,1003,0,06,1003,210701000438104,BK,+37.7579320,S,Block 1003,1280112,035102,-122.4987635,1,19614,28,-122.4987635,G5040,L,U,075
,178,060750210003003,+37.7511412,3003,0,06,3003,210701000438576,BK,+37.7511412,S,Block 3003,2893811,021000,-122.4233297,3,18291,98,-122.4233297,G5040,L,U,075
,29,060750217002012,+37.7346813,2012,0,06,2012,210701000438984,BK,+37.7346813,S,Block 2012,1280561,021700,-122.4374045,2,16789,11,-122.4374045,G5040,L,U,075
,5,060750203002000,+37.7641685,2000,0,06,2000,210701000438701,BK,+37.7641685,S,Block 2000,3020271,020300,-122.4275060,2,18760,0,-122.4275060,G5040,L,U,075
,572,060750264031007,+37.7091628,1007,0,06,1007,210701000434175,BK,+37.7091628,S,Block 1007,2732602,026403,-122.4097640,1,83996,156,-122.4097640,G5040,L,U,075
,652,060750310002015,+37.7261141,2015,0,06,2015,210701000438472,BK,+37.7261141,S,Block 2015,1493790,031000,-122.4543940,2,207170,300,-122.4543940,G5040,L,U,075
,69,060750302012000,+37.7629150,2000,0,06,2000,210701000439005,BK,+37.7629150,S,Block 2000,1280706,030201,-122.4710680,2,19168,6,-122.4710680,G5040,L,U,075
,19,060750252001002,+37.7477730,1002,0,06,1002,210701000437078,BK,+37.7477730,S,Block 1002,2452353,025200,-122.4142314,1,12462,1,-122.4142314,G5040,L,U,075
,154,060750131013004,+37.7951704,3004,0,06,3004,210701000438604,BK,+37.7951704,S,Block 3004,1820167,013101,-122.4241717,3,14691,89,-122.4241717,G5040,L,U,075
,61,060750308005013,+37.7403265,5013,0,06,5013,210701000439524,BK,+37.7403265,S,Block 5013,1812956,030800,-122.4738934,5,19605,15,-122.4738934,G5040,L,U,075
,38,060750311004011,+37.7302908,4011,0,06,4011,210701000435434,BK,+37.7302908,S,Block 4011,1620619,031100,-122.4477145,4,18066,14,-122.4477145,G5040,L,U,075
,81,060750353003004,+37.7392383,3004,0,06,3004,210701000434674,BK,+37.7392383,S,Block 3004,2699034,035300,-122.4985300,3,19560,28,-122.4985300,G5040,L,U,075
,32,060750353001001,+37.7490135,1001,0,06,1001,210701000438340,BK,+37.7490135,S,Block 1001,1554564,035300,-122.4973883,1,195962,2,-122.4973883,G5040,L,U,075
,92,060750229021004,+37.7519153,1004,0,06,1004,210701000437084,BK,+37.7519153,S,Block 1004,1279326,022902,-122.4104385,1,14061,25,-122.4104385,G5040,L,U,075
,185,060750104012006,+37.8017358,2006,0,06,2006,210701000434922,BK,+37.8017358,S,Block 2006,2892499,010401,-122.4102879,2,15352,104,-122.4102879,G5040,L,U,075
,147,060750212002008,+37.7516271,2008,0,06,2008,210701000436220,BK,+37.7516271,S,Block 2008,1579714,021200,-122.4352367,2,17356,76,-122.4352367,G5040,L,U,075
,26,060750332011001,+37.7297554,1001,0,06,1001,210701000438975,BK,+37.7297554,S,Block 1001,1280553,033201,-122.4820598,1,217429,5,-122.4820598,G5040,L,U,075
,740,060750604002007,+37.7112353,2007,0,06,2007,210701000437687,BK,+37.7112353,S,Block 2007,2889877,060400,-122.4786374,2,826463,436,-122.4786374,G5040,L,U,075
,110,060750128022004,+37.7963098,2004,0,06,2004,210701000436315,BK,+37.7963098,S,Block 2004,3281287,012802,-122.4378644,2,15294,48,-122.4378644,G5040,L,U,075
,53,060750227041011,+37.7630412,1011,0,06,1011,210701000437336,BK,+37.7630412,S,Block 1011,1616031,022704,-122.3994861,1,24184,310,-122.3994861,G5040,L,U,075
,73,060750132002024,+37.7921770,2024,0,06,2024,210701000439382,BK,+37.7921770,S,Block 2024,1495142,013200,-122.4404105,2,14710,28,-122.4404105,G5040,L,U,075
,303,060750308004017,+37.7362411,4017,0,06,4017,210701000434380,BK,+37.7362411,S,Block 4017,1180903,030800,-122.4733665,4,94293,226,-122.4733665,G5040,L,U,075
,180,060750452013000,+37.7799207,3000,0,06,3000,210701000435002,BK,+37.7799207,S,Block 3000,1816074,045201,-122.4679605,3,21043,83,-122.4679605,G5040,L,U,075
,126,060750263032002,+37.7100540,2002,0,06,2002,210701000438412,BK,+37.7100540,S,Block 2002,2222536,026303,-122.4469238,2,30861,46,-122.4469238,G5040,L,U,075
,60,060750428002008,+37.7848684,2008,0,06,2008,210701000439245,BK,+37.7848684,S,Block 2008,1873196,042800,-122.4931398,2,24665,24,-122.4931398,G5040,L,U,075
,196,060750134021002,+37.7906635,1002,0,06,1002,210701000439646,BK,+37.7906635,S,Block 1002,2521481,013402,-122.4452072,1,14455,90,-122.4452072,G5040,L,U,075
,75,060750132004002,+37.7948405,4002,0,06,4002,210701000434233,BK,+37.7948405,S,Block 4002,2017916,013200,-122.4324832,4,8335,42,-122.4324832,G5040,L,U,075
,192,060750427001000,+37.7848375,1000,0,06,1000,210701000438420,BK,+37.7848375,S,Block 1000,2222543,042700,-122.4845437,1,19595,83,-122.4845437,G5040,L,U,075
,95,060750330023008,+37.7378320,3008,0,06,3008,210701000438888,BK,+37.7378320,S,Block 3008,1137540,033002,-122.4862207,3,47322,23,-122.4862207,G5040,L,U,075
,255,060750427003000,+37.7828301,3000,0,06,3000,210701000435356,BK,+37.7828301,S,Block 3000,1483428,042700,-122.4876184,3,19461,124,-122.4876184,G5040,L,U,075
,78,060750133005000,+37.7883487,5000,0,06,5000,210701000436757,BK,+37.7883487,S,Block 5000,2897796,013300,-122.4563267,5,14308,30,-122.4563267,G5040,L,U,075
,78,060750209004007,+37.7513241,4007,0,06,4007,210701000437995,BK,+37.7513241,S,Block 4007,1136939,020900,-122.4202977,4,9074,51,-122.4202977,G5040,L,U,075
,207,060750166012003,+37.7705738,2003,0,06,2003,210701000437902,BK,+37.7705738,S,Block 2003,2518472,016601,-122.4462335,2,14818,87,-122.4462335,G5040,L,U,075
,34,060750132002016,+37.7930798,2016,0,06,2016,210701000436293,BK,+37.7930798,S,Block 2016,1485950,013200,-122.4405932,2,15472,16,-122.4405932,G5040,L,U,075
,740,060750604002007,+37.7112353,2007,0,06,2007,210701000437687,BK,+37.7112353,S,Block 2007,2889877,060400,-122.4786374,2,826463,436,-122.4786374,G5040,L,U,075
,407,060750312011001,+37.7220571,1001,0,06,1001,210701000439399,BK,+37.7220571,S,Block 1001,1495863,031201,-122.4517053,1,34123,133,-122.4517053,G5040,L,U,075
,19,060750132003002,+37.7947951,3002,0,06,3002,210701000439387,BK,+37.7947951,S,Block 3002,1495147,013200,-122.4340485,3,12338,11,-122.4340485,G5040,L,U,075
,180,060750134021000,+37.7910857,1000,0,06,1000,210701000436288,BK,+37.7910857,S,Block 1000,1485945,013402,-122.4419055,1,14696,109,-122.4419055,G5040,L,U,075
,740,060750604002007,+37.7112353,2007,0,06,2007,210701000437687,BK,+37.7112353,S,Block 2007,2889877,060400,-122.4786374,2,826463,436,-122.4786374,G5040,L,U,075
,213,060750257011006,+37.7296225,1006,0,06,1006,210701000438044,BK,+37.7296225,S,Block 1006,2453044,025701,-122.4178294,1,42897,62,-122.4178294,G5040,L,U,075
,194,060750153002005,+37.7872735,2005,0,06,2005,210701000436302,BK,+37.7872735,S,Block 2005,1371173,015300,-122.4428347,2,15757,133,-122.4428347,G5040,L,U,075
,0,060750158011004,+37.7813345,1004,0,06,1004,210701000437161,BK,+37.7813345,S,Block 1004,1137233,015801,-122.4368140,1,10019,0,-122.4368140,G5040,L,U,075
,167,060750202023000,+37.7689524,3000,0,06,3000,210701000439637,BK,+37.7689524,S,Block 3000,2521472,020202,-122.4233646,3,11112,110,-122.4233646,G5040,L,U,075
,0,060750601002027,+37.8006484,2027,0,06,2027,210701000436730,BK,+37.8006484,S,Block 2027,2897068,060100,-122.4557397,2,6334,0,-122.4557397,G5040,L,U,075
,99,060750311003006,+37.7276978,3006,0,06,3006,210701000438493,BK,+37.7276978,S,Block 3006,1494463,031100,-122.4498987,3,67246,33,-122.4498987,G5040,L,U,075
,182,060750477023004,+37.7733811,3004,0,06,3004,210701000434553,BK,+37.7733811,S,Block 3004,1482118,047702,-122.4869338,3,19499,62,-122.4869338,G5040,L,U,075
,130,060750312013003,+37.7227315,3003,0,06,3003,210701000435571,BK,+37.7227315,S,Block 3003,2701593,031201,-122.4617594,3,18178,37,-122.4617594,G5040,L,U,075
,136,060750158022007,+37.7768705,2007,0,06,2007,210701000434106,BK,+37.7768705,S,Block 2007,2891174,015802,-122.4407093,2,10175,65,-122.4407093,G5040,L,U,075
,254,060750166021002,+37.7706620,1002,0,06,1002,210701000439619,BK,+37.7706620,S,Block 1002,2520867,016602,-122.4529789,1,15237,121,-122.4529789,G5040,L,U,075
,63,060750257023007,+37.7258705,3007,0,06,3007,210701000439323,BK,+37.7258705,S,Block 3007,2223798,025702,-122.4077990,3,12830,16,-122.4077990,G5040,L,U,075
,60,060750402002000,+37.7818996,2000,0,06,2000,210701000432924,BK,+37.7818996,S,Block 2000,1166731,040200,-122.4670294,2,19329,32,-122.4670294,G5040,L,U,075
,82,060750178031005,+37.7729542,1005,0,06,1005,210701000437768,BK,+37.7729542,S,Block 1005,1819574,017803,-122.4141944,1,28677,35,-122.4141944,G5040,L,U,075
,478,060750259001003,+37.7254980,1003,0,06,1003,210701000436011,BK,+37.7254980,S,Block 1003,1178815,025900,-122.4161018,1,82937,175,-122.4161018,G5040,L,U,075
,478,060750259001003,+37.7254980,1003,0,06,1003,210701000436011,BK,+37.7254980,S,Block 1003,1178815,025900,-122.4161018,1,82937,175,-122.4161018,G5040,L,U,075
,185,060750478012004,+37.7749045,2004,0,06,2004,210701000434021,BK,+37.7749045,S,Block 2004,2324742,047801,-122.4945715,2,19607,78,-122.4945715,G5040,L,U,075
,129,060750162001001,+37.7793173,1001,0,06,1001,210701000439432,BK,+37.7793173,S,Block 1001,1497237,016200,-122.4226232,1,15363,94,-122.4226232,G5040,L,U,075
,3,060750105001004,+37.8020527,1004,0,06,1004,210701000434495,BK,+37.8020527,S,Block 1004,1575124,010500,-122.4009212,1,30185,0,-122.4009212,G5040,L,U,075
,271,060750163004003,+37.7745419,4003,0,06,4003,210701000436766,BK,+37.7745419,S,Block 4003,2898501,016300,-122.4300953,4,15353,123,-122.4300953,G5040,L,U,075
,11,060759809001069,+37.7394826,1069,0,06,1069,210701000436003,BK,+37.7394826,S,Block 1069,1178808,980900,-122.3831418,1,33513,2,-122.3831418,G5040,L,U,075
,225,060750426021001,+37.7816041,1001,0,06,1001,210701000437802,BK,+37.7816041,S,Block 1001,2446175,042602,-122.4734840,1,20565,97,-122.4734840,G5040,L,U,075
,119,060750215004003,+37.7440312,4003,0,06,4003,210701000435994,BK,+37.7440312,S,Block 4003,2523274,021500,-122.4278147,4,17365,43,-122.4278147,G5040,L,U,075
,66,060750132002025,+37.7923866,2025,0,06,2025,210701000436295,BK,+37.7923866,S,Block 2025,3281285,013200,-122.4387566,2,14438,31,-122.4387566,G5040,L,U,075
,1783,060750124052003,+37.7769402,2003,0,06,2003,210701000439625,BK,+37.7769402,S,Block 2003,2520873,012405,-122.4187121,2,14911,1030,-122.4187121,G5040,L,U,075
,86,060750113001005,+37.7952112,1005,0,06,1005,210701000438223,BK,+37.7952112,S,Block 1005,1682074,011300,-122.4095321,1,4905,40,-122.4095321,G5040,L,U,075
,132,060750212001002,+37.7551299,1002,0,06,1002,210701000438630,BK,+37.7551299,S,Block 1002,1821312,021200,-122.4371986,1,16614,61,-122.4371986,G5040,L,U,075
,160,060750126022005,+37.8043991,2005,0,06,2005,210701000436472,BK,+37.8043991,S,Block 2005,2702805,012602,-122.4344361,2,15501,88,-122.4344361,G5040,L,U,075
,358,060750226002011,+37.7611587,2011,0,06,2011,210701000436105,BK,+37.7611587,S,Block 2011,2449228,022600,-122.3881589,2,13321,219,-122.3881589,G5040,L,U,075
,323,060750262021000,+37.7147158,1000,0,06,1000,210701000435291,BK,+37.7147158,S,Block 1000,1576471,026202,-122.4498134,1,89879,96,-122.4498134,G5040,L,U,075
,151,060750476003001,+37.7758857,3001,0,06,3001,210701000439739,BK,+37.7758857,S,Block 3001,1137684,047600,-122.4730670,3,20620,67,-122.4730670,G5040,L,U,075
,212,060750255022017,+37.7266602,2017,0,06,2017,210701000439222,BK,+37.7266602,S,Block 2017,1883167,025502,-122.4346759,2,22216,52,-122.4346759,G5040,L,U,075
,116,060750228011007,+37.7628027,1007,0,06,1007,210701000437974,BK,+37.7628027,S,Block 1007,1136775,022801,-122.4167042,1,17382,41,-122.4167042,G5040,L,U,075
,271,060750163004003,+37.7745419,4003,0,06,4003,210701000436766,BK,+37.7745419,S,Block 4003,2898501,016300,-122.4300953,4,15353,123,-122.4300953,G5040,L,U,075
,358,060750226002011,+37.7611587,2011,0,06,2011,210701000436105,BK,+37.7611587,S,Block 2011,2449228,022600,-122.3881589,2,13321,219,-122.3881589,G5040,L,U,075
,60,060750402002000,+37.7818996,2000,0,06,2000,210701000432924,BK,+37.7818996,S,Block 2000,1166731,040200,-122.4670294,2,19329,32,-122.4670294,G5040,L,U,075
,63,060750210001004,+37.7542892,1004,0,06,1004,210701000438573,BK,+37.7542892,S,Block 1004,2893808,021000,-122.4244791,1,8392,30,-122.4244791,G5040,L,U,075
,49,060750229032009,+37.7505825,2009,0,06,2009,210701000437453,BK,+37.7505825,S,Block 2009,1550966,022903,-122.4050026,2,45431,10,-122.4050026,G5040,L,U,075
,114,060750157021014,+37.7782539,1014,0,06,1014,210701000437873,BK,+37.7782539,S,Block 1014,2526189,015702,-122.4460978,1,16148,60,-122.4460978,G5040,L,U,075
,282,060750302012003,+37.7627690,2003,0,06,2003,210701000437841,BK,+37.7627690,S,Block 2003,2525581,030201,-122.4743856,2,19150,156,-122.4743856,G5040,L,U,075
,331,060750202012004,+37.7638112,2004,0,06,2004,210701000439414,BK,+37.7638112,S,Block 2004,1496549,020201,-122.4250748,2,30588,179,-122.4250748,G5040,L,U,075
,1343,060750125023000,+37.7835728,3000,0,06,3000,210701000439844,BK,+37.7835728,S,Block 3000,2448697,012502,-122.4116811,3,15305,602,-122.4116811,G5040,L,U,075
,337,060750427002002,+37.7810149,2002,0,06,2002,210701000432963,BK,+37.7810149,S,Block 2002,1595165,042700,-122.4864152,2,19682,174,-122.4864152,G5040,L,U,075
,224,060750210004002,+37.7496166,4002,0,06,4002,210701000439337,BK,+37.7496166,S,Block 4002,2224480,021000,-122.4219794,4,19376,131,-122.4219794,G5040,L,U,075
,155,060750611012004,+37.7958730,2004,0,06,2004,210701000439255,BK,+37.7958730,S,Block 2004,1873881,061101,-122.4048073,2,4199,109,-122.4048073,G5040,L,U,075
,152,060750351023001,+37.7542948,3001,0,06,3001,210701000434819,BK,+37.7542948,S,Block 3001,2223783,035102,-122.4963628,3,19510,48,-122.4963628,G5040,L,U,075
,75,060750132004002,+37.7948405,4002,0,06,4002,210701000434233,BK,+37.7948405,S,Block 4002,2017916,013200,-122.4324832,4,8335,42,-122.4324832,G5040,L,U,075
,25,060750306002010,+37.7425640,2010,0,06,2010,210701000437272,BK,+37.7425640,S,Block 2010,1683811,030600,-122.4559730,2,14231,12,-122.4559730,G5040,L,U,075
,572,060750264031007,+37.7091628,1007,0,06,1007,210701000434175,BK,+37.7091628,S,Block 1007,2732602,026403,-122.4097640,1,83996,156,-122.4097640,G5040,L,U,075
,0,060750332011000,+37.7303779,1000,0,06,1000,210701000437433,BK,+37.7303779,S,Block 1000,2696117,033201,-122.4753501,1,12542,0,-122.4753501,G5040,L,U,075
,12,060770042041061,+38.1310352,1061,0,06,1061,210701000899818,BK,+38.1310352,S,Block 1061,4492164,004204,-121.2759615,1,20837,10,-121.2759615,G5040,L,U,077
,290,060770051091006,+37.8019196,1006,0,06,1006,210701000896609,BK,+37.8019196,S,Block 1006,3931361,005109,-121.2112145,1,55167,79,-121.2112145,G5040,L,U,077
,6,060770004011019,+37.9628471,1019,0,06,1019,210701000894867,BK,+37.9628471,S,Block 1019,4485250,000401,-121.3000388,1,12962,0,-121.3000388,G5040,L,U,077
,49,060770031092006,+38.0083303,2006,0,06,2006,210701000897729,BK,+38.0083303,S,Block 2006,4486781,003109,-121.3325170,2,50728,21,-121.3325170,G5040,L,U,077
,253,060770024011014,+37.9311340,1014,0,06,1014,210701000899199,BK,+37.9311340,S,Block 1014,7391945,002401,-121.2885116,1,89047,74,-121.2885116,G5040,L,U,077
,181,060770033051011,+38.0047141,1011,0,06,1011,210701000902109,BK,+38.0047141,S,Block 1011,5189561,003305,-121.3046382,1,168966,65,-121.3046382,G5040,L,U,077
